"Notes"	"Year"	"Year Code"	"Residence State"	"Residence State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2021"	"2021"	"Hawaii"	"15"	"Male"	"M"	"15-24 years"	"15-24"	67	88962	75.3
	"2021"	"2021"	"Hawaii"	"15"	"Male"	"M"	"25-34 years"	"25-34"	153	101162	151.2
	"2021"	"2021"	"Hawaii"	"15"	"Male"	"M"	"35-44 years"	"35-44"	259	97558	265.5
	"2021"	"2021"	"Hawaii"	"15"	"Male"	"M"	"45-54 years"	"45-54"	487	85756	567.9
	"2021"	"2021"	"Hawaii"	"15"	"Male"	"M"	"55-64 years"	"55-64"	1013	90092	1124.4
	"2021"	"2021"	"Hawaii"	"15"	"Male"	"M"	"65-74 years"	"65-74"	1571	78686	1996.5
	"2021"	"2021"	"Hawaii"	"15"	"Male"	"M"	"75-84 years"	"75-84"	1553	36924	4205.9
	"2021"	"2021"	"Hawaii"	"15"	"Male"	"M"	"85+ years"	"85+"	1745	13934	12523.3
	"2021"	"2021"	"Hawaii"	"15"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Idaho"	"16"	"Female"	"F"	"< 1 year"	"1"	55	10377	530.0
	"2021"	"2021"	"Idaho"	"16"	"Female"	"F"	"1-4 years"	"1-4"	10	45306	Unreliable
	"2021"	"2021"	"Idaho"	"16"	"Female"	"F"	"5-14 years"	"5-14"	16	131756	Unreliable
	"2021"	"2021"	"Idaho"	"16"	"Female"	"F"	"15-24 years"	"15-24"	55	124959	44.0
	"2021"	"2021"	"Idaho"	"16"	"Female"	"F"	"25-34 years"	"25-34"	95	121793	78.0
	"2021"	"2021"	"Idaho"	"16"	"Female"	"F"	"35-44 years"	"35-44"	212	122597	172.9
	"2021"	"2021"	"Idaho"	"16"	"Female"	"F"	"45-54 years"	"45-54"	355	105330	337.0
	"2021"	"2021"	"Idaho"	"16"	"Female"	"F"	"55-64 years"	"55-64"	918	115794	792.8
	"2021"	"2021"	"Idaho"	"16"	"Female"	"F"	"65-74 years"	"65-74"	1655	100443	1647.7
	"2021"	"2021"	"Idaho"	"16"	"Female"	"F"	"75-84 years"	"75-84"	2099	47485	4420.3
	"2021"	"2021"	"Idaho"	"16"	"Female"	"F"	"85+ years"	"85+"	3012	16467	18291.1
	"2021"	"2021"	"Idaho"	"16"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Idaho"	"16"	"Male"	"M"	"< 1 year"	"1"	62	10826	572.7
	"2021"	"2021"	"Idaho"	"16"	"Male"	"M"	"1-4 years"	"1-4"	18	47815	Unreliable
	"2021"	"2021"	"Idaho"	"16"	"Male"	"M"	"5-14 years"	"5-14"	22	138192	15.9
	"2021"	"2021"	"Idaho"	"16"	"Male"	"M"	"15-24 years"	"15-24"	168	133384	126.0
	"2021"	"2021"	"Idaho"	"16"	"Male"	"M"	"25-34 years"	"25-34"	285	127071	224.3
	"2021"	"2021"	"Idaho"	"16"	"Male"	"M"	"35-44 years"	"35-44"	357	126789	281.6
	"2021"	"2021"	"Idaho"	"16"	"Male"	"M"	"45-54 years"	"45-54"	632	110654	571.1
	"2021"	"2021"	"Idaho"	"16"	"Male"	"M"	"55-64 years"	"55-64"	1360	112824	1205.4
	"2021"	"2021"	"Idaho"	"16"	"Male"	"M"	"65-74 years"	"65-74"	2235	96903	2306.4
	"2021"	"2021"	"Idaho"	"16"	"Male"	"M"	"75-84 years"	"75-84"	2621	43009	6094.1
	"2021"	"2021"	"Idaho"	"16"	"Male"	"M"	"85+ years"	"85+"	2104	11149	18871.6
	"2021"	"2021"	"Idaho"	"16"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Illinois"	"17"	"Female"	"F"	"< 1 year"	"1"	328	64604	507.7
	"2021"	"2021"	"Illinois"	"17"	"Female"	"F"	"1-4 years"	"1-4"	63	281219	22.4
	"2021"	"2021"	"Illinois"	"17"	"Female"	"F"	"5-14 years"	"5-14"	107	775761	13.8
	"2021"	"2021"	"Illinois"	"17"	"Female"	"F"	"15-24 years"	"15-24"	367	808978	45.4
	"2021"	"2021"	"Illinois"	"17"	"Female"	"F"	"25-34 years"	"25-34"	774	849791	91.1
	"2021"	"2021"	"Illinois"	"17"	"Female"	"F"	"35-44 years"	"35-44"	1345	833213	161.4
	"2021"	"2021"	"Illinois"	"17"	"Female"	"F"	"45-54 years"	"45-54"	2663	789400	337.3
	"2021"	"2021"	"Illinois"	"17"	"Female"	"F"	"55-64 years"	"55-64"	6398	838191	763.3
	"2021"	"2021"	"Illinois"	"17"	"Female"	"F"	"65-74 years"	"65-74"	10894	666341	1634.9
	"2021"	"2021"	"Illinois"	"17"	"Female"	"F"	"75-84 years"	"75-84"	14480	341667	4238.0
	"2021"	"2021"	"Illinois"	"17"	"Female"	"F"	"85+ years"	"85+"	22176	157222	14104.9
	"2021"	"2021"	"Illinois"	"17"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Illinois"	"17"	"Male"	"M"	"< 1 year"	"1"	415	67638	613.6
	"2021"	"2021"	"Illinois"	"17"	"Male"	"M"	"1-4 years"	"1-4"	60	293160	20.5
	"2021"	"2021"	"Illinois"	"17"	"Male"	"M"	"5-14 years"	"5-14"	127	811527	15.6
	"2021"	"2021"	"Illinois"	"17"	"Male"	"M"	"15-24 years"	"15-24"	1092	841515	129.8
	"2021"	"2021"	"Illinois"	"17"	"Male"	"M"	"25-34 years"	"25-34"	2087	863799	241.6
	"2021"	"2021"	"Illinois"	"17"	"Male"	"M"	"35-44 years"	"35-44"	2667	847122	314.8
	"2021"	"2021"	"Illinois"	"17"	"Male"	"M"	"45-54 years"	"45-54"	4750	791698	600.0
	"2021"	"2021"	"Illinois"	"17"	"Male"	"M"	"55-64 years"	"55-64"	10366	812391	1276.0
	"2021"	"2021"	"Illinois"	"17"	"Male"	"M"	"65-74 years"	"65-74"	14789	593505	2491.8
	"2021"	"2021"	"Illinois"	"17"	"Male"	"M"	"75-84 years"	"75-84"	15100	259728	5813.8
	"2021"	"2021"	"Illinois"	"17"	"Male"	"M"	"85+ years"	"85+"	13989	82999	16854.4
	"2021"	"2021"	"Illinois"	"17"	"Male"	"M"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"2021"	"2021"	"Indiana"	"18"	"Female"	"F"	"< 1 year"	"1"	240	37634	637.7
	"2021"	"2021"	"Indiana"	"18"	"Female"	"F"	"1-4 years"	"1-4"	56	161571	34.7
	"2021"	"2021"	"Indiana"	"18"	"Female"	"F"	"5-14 years"	"5-14"	60	437479	13.7
	"2021"	"2021"	"Indiana"	"18"	"Female"	"F"	"15-24 years"	"15-24"	280	458799	61.0
	"2021"	"2021"	"Indiana"	"18"	"Female"	"F"	"25-34 years"	"25-34"	600	442365	135.6
	"2021"	"2021"	"Indiana"	"18"	"Female"	"F"	"35-44 years"	"35-44"	1043	426987	244.3
	"2021"	"2021"	"Indiana"	"18"	"Female"	"F"	"45-54 years"	"45-54"	1838	407071	451.5
	"2021"	"2021"	"Indiana"	"18"	"Female"	"F"	"55-64 years"	"55-64"	4335	443216	978.1
	"2021"	"2021"	"Indiana"	"18"	"Female"	"F"	"65-74 years"	"65-74"	7370	358303	2056.9
	"2021"	"2021"	"Indiana"	"18"	"Female"	"F"	"75-84 years"	"75-84"	9185	178518	5145.1
	"2021"	"2021"	"Indiana"	"18"	"Female"	"F"	"85+ years"	"85+"	12241	76372	16028.1
	"2021"	"2021"	"Indiana"	"18"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Indiana"	"18"	"Male"	"M"	"< 1 year"	"1"	297	39393	753.9
	"2021"	"2021"	"Indiana"	"18"	"Male"	"M"	"1-4 years"	"1-4"	54	169711	31.8
	"2021"	"2021"	"Indiana"	"18"	"Male"	"M"	"5-14 years"	"5-14"	93	460306	20.2
	"2021"	"2021"	"Indiana"	"18"	"Male"	"M"	"15-24 years"	"15-24"	727	481012	151.1
	"2021"	"2021"	"Indiana"	"18"	"Male"	"M"	"25-34 years"	"25-34"	1347	451652	298.2
	"2021"	"2021"	"Indiana"	"18"	"Male"	"M"	"35-44 years"	"35-44"	1751	431223	406.1
	"2021"	"2021"	"Indiana"	"18"	"Male"	"M"	"45-54 years"	"45-54"	3023	412268	733.3
	"2021"	"2021"	"Indiana"	"18"	"Male"	"M"	"55-64 years"	"55-64"	6658	430610	1546.2
	"2021"	"2021"	"Indiana"	"18"	"Male"	"M"	"65-74 years"	"65-74"	9764	323225	3020.8
	"2021"	"2021"	"Indiana"	"18"	"Male"	"M"	"75-84 years"	"75-84"	9601	138210	6946.7
	"2021"	"2021"	"Indiana"	"18"	"Male"	"M"	"85+ years"	"85+"	7754	40060	19356.0
	"2021"	"2021"	"Indiana"	"18"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Iowa"	"19"	"Female"	"F"	"< 1 year"	"1"	59	17417	338.7
	"2021"	"2021"	"Iowa"	"19"	"Female"	"F"	"1-4 years"	"1-4"	11	75080	Unreliable
	"2021"	"2021"	"Iowa"	"19"	"Female"	"F"	"5-14 years"	"5-14"	21	203442	10.3
	"2021"	"2021"	"Iowa"	"19"	"Female"	"F"	"15-24 years"	"15-24"	65	217065	29.9
	"2021"	"2021"	"Iowa"	"19"	"Female"	"F"	"25-34 years"	"25-34"	149	193148	77.1
	"2021"	"2021"	"Iowa"	"19"	"Female"	"F"	"35-44 years"	"35-44"	310	196114	158.1
	"2021"	"2021"	"Iowa"	"19"	"Female"	"F"	"45-54 years"	"45-54"	624	176982	352.6
	"2021"	"2021"	"Iowa"	"19"	"Female"	"F"	"55-64 years"	"55-64"	1629	206308	789.6
	"2021"	"2021"	"Iowa"	"19"	"Female"	"F"	"65-74 years"	"65-74"	2831	172334	1642.7
	"2021"	"2021"	"Iowa"	"19"	"Female"	"F"	"75-84 years"	"75-84"	3961	88493	4476.1
	"2021"	"2021"	"Iowa"	"19"	"Female"	"F"	"85+ years"	"85+"	6717	45312	14823.9
	"2021"	"2021"	"Iowa"	"19"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Iowa"	"19"	"Male"	"M"	"< 1 year"	"1"	89	18204	488.9
	"2021"	"2021"	"Iowa"	"19"	"Male"	"M"	"1-4 years"	"1-4"	23	78355	29.4
	"2021"	"2021"	"Iowa"	"19"	"Male"	"M"	"5-14 years"	"5-14"	39	213982	18.2
	"2021"	"2021"	"Iowa"	"19"	"Male"	"M"	"15-24 years"	"15-24"	189	229033	82.5
	"2021"	"2021"	"Iowa"	"19"	"Male"	"M"	"25-34 years"	"25-34"	348	204417	170.2
	"2021"	"2021"	"Iowa"	"19"	"Male"	"M"	"35-44 years"	"35-44"	575	207396	277.2
	"2021"	"2021"	"Iowa"	"19"	"Male"	"M"	"45-54 years"	"45-54"	1026	184981	554.7
	"2021"	"2021"	"Iowa"	"19"	"Male"	"M"	"55-64 years"	"55-64"	2590	205882	1258.0
	"2021"	"2021"	"Iowa"	"19"	"Male"	"M"	"65-74 years"	"65-74"	4074	163770	2487.6
	"2021"	"2021"	"Iowa"	"19"	"Male"	"M"	"75-84 years"	"75-84"	4522	71330	6339.5
	"2021"	"2021"	"Iowa"	"19"	"Male"	"M"	"85+ years"	"85+"	4363	24034	18153.4
	"2021"	"2021"	"Iowa"	"19"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Kansas"	"20"	"Female"	"F"	"< 1 year"	"1"	90	16341	550.8
	"2021"	"2021"	"Kansas"	"20"	"Female"	"F"	"1-4 years"	"1-4"	18	70548	Unreliable
	"2021"	"2021"	"Kansas"	"20"	"Female"	"F"	"5-14 years"	"5-14"	26	195980	13.3
	"2021"	"2021"	"Kansas"	"20"	"Female"	"F"	"15-24 years"	"15-24"	104	200430	51.9
	"2021"	"2021"	"Kansas"	"20"	"Female"	"F"	"25-34 years"	"25-34"	188	183347	102.5
	"2021"	"2021"	"Kansas"	"20"	"Female"	"F"	"35-44 years"	"35-44"	399	184854	215.8
	"2021"	"2021"	"Kansas"	"20"	"Female"	"F"	"45-54 years"	"45-54"	683	161549	422.8
	"2021"	"2021"	"Kansas"	"20"	"Female"	"F"	"55-64 years"	"55-64"	1697	185358	915.5
	"2021"	"2021"	"Kansas"	"20"	"Female"	"F"	"65-74 years"	"65-74"	2713	152190	1782.6
	"2021"	"2021"	"Kansas"	"20"	"Female"	"F"	"75-84 years"	"75-84"	3629	76149	4765.7
	"2021"	"2021"	"Kansas"	"20"	"Female"	"F"	"85+ years"	"85+"	5680	37345	15209.5
	"2021"	"2021"	"Kansas"	"20"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Kansas"	"20"	"Male"	"M"	"< 1 year"	"1"	103	17101	602.3
	"2021"	"2021"	"Kansas"	"20"	"Male"	"M"	"1-4 years"	"1-4"	20	74157	27.0
	"2021"	"2021"	"Kansas"	"20"	"Male"	"M"	"5-14 years"	"5-14"	37	205296	18.0
	"2021"	"2021"	"Kansas"	"20"	"Male"	"M"	"15-24 years"	"15-24"	288	217032	132.7
	"2021"	"2021"	"Kansas"	"20"	"Male"	"M"	"25-34 years"	"25-34"	455	194551	233.9
	"2021"	"2021"	"Kansas"	"20"	"Male"	"M"	"35-44 years"	"35-44"	680	191448	355.2
	"2021"	"2021"	"Kansas"	"20"	"Male"	"M"	"45-54 years"	"45-54"	1049	166257	631.0
	"2021"	"2021"	"Kansas"	"20"	"Male"	"M"	"55-64 years"	"55-64"	2467	180695	1365.3
	"2021"	"2021"	"Kansas"	"20"	"Male"	"M"	"65-74 years"	"65-74"	3986	141988	2807.3
	"2021"	"2021"	"Kansas"	"20"	"Male"	"M"	"75-84 years"	"75-84"	3989	61171	6521.1
	"2021"	"2021"	"Kansas"	"20"	"Male"	"M"	"85+ years"	"85+"	3728	20795	17927.4
	"2021"	"2021"	"Kansas"	"20"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Kentucky"	"21"	"Female"	"F"	"< 1 year"	"1"	156	24709	631.3
	"2021"	"2021"	"Kentucky"	"21"	"Female"	"F"	"1-4 years"	"1-4"	29	104695	27.7
	"2021"	"2021"	"Kentucky"	"21"	"Female"	"F"	"5-14 years"	"5-14"	44	278546	15.8
	"2021"	"2021"	"Kentucky"	"21"	"Female"	"F"	"15-24 years"	"15-24"	206	288246	71.5
	"2021"	"2021"	"Kentucky"	"21"	"Female"	"F"	"25-34 years"	"25-34"	434	289642	149.8
	"2021"	"2021"	"Kentucky"	"21"	"Female"	"F"	"35-44 years"	"35-44"	927	280692	330.3
	"2021"	"2021"	"Kentucky"	"21"	"Female"	"F"	"45-54 years"	"45-54"	1733	278437	622.4
	"2021"	"2021"	"Kentucky"	"21"	"Female"	"F"	"55-64 years"	"55-64"	3862	306721	1259.1
	"2021"	"2021"	"Kentucky"	"21"	"Female"	"F"	"65-74 years"	"65-74"	6024	251636	2393.9
	"2021"	"2021"	"Kentucky"	"21"	"Female"	"F"	"75-84 years"	"75-84"	7094	124219	5710.9
	"2021"	"2021"	"Kentucky"	"21"	"Female"	"F"	"85+ years"	"85+"	7952	47962	16579.8
	"2021"	"2021"	"Kentucky"	"21"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Kentucky"	"21"	"Male"	"M"	"< 1 year"	"1"	169	25682	658.0
	"2021"	"2021"	"Kentucky"	"21"	"Male"	"M"	"1-4 years"	"1-4"	29	110035	26.4
	"2021"	"2021"	"Kentucky"	"21"	"Male"	"M"	"5-14 years"	"5-14"	65	294180	22.1
	"2021"	"2021"	"Kentucky"	"21"	"Male"	"M"	"15-24 years"	"15-24"	473	304473	155.4
	"2021"	"2021"	"Kentucky"	"21"	"Male"	"M"	"25-34 years"	"25-34"	1032	299535	344.5
	"2021"	"2021"	"Kentucky"	"21"	"Male"	"M"	"35-44 years"	"35-44"	1573	282457	556.9
	"2021"	"2021"	"Kentucky"	"21"	"Male"	"M"	"45-54 years"	"45-54"	2719	279197	973.9
	"2021"	"2021"	"Kentucky"	"21"	"Male"	"M"	"55-64 years"	"55-64"	5560	291887	1904.8
	"2021"	"2021"	"Kentucky"	"21"	"Male"	"M"	"65-74 years"	"65-74"	7812	224504	3479.7
	"2021"	"2021"	"Kentucky"	"21"	"Male"	"M"	"75-84 years"	"75-84"	7483	96288	7771.5
	"2021"	"2021"	"Kentucky"	"21"	"Male"	"M"	"85+ years"	"85+"	4926	25651	19203.9
	"2021"	"2021"	"Kentucky"	"21"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Louisiana"	"22"	"Female"	"F"	"< 1 year"	"1"	193	27129	711.4
	"2021"	"2021"	"Louisiana"	"22"	"Female"	"F"	"1-4 years"	"1-4"	56	112443	49.8
	"2021"	"2021"	"Louisiana"	"22"	"Female"	"F"	"5-14 years"	"5-14"	57	300451	19.0
	"2021"	"2021"	"Louisiana"	"22"	"Female"	"F"	"15-24 years"	"15-24"	241	294014	82.0
	"2021"	"2021"	"Louisiana"	"22"	"Female"	"F"	"25-34 years"	"25-34"	539	314540	171.4
	"2021"	"2021"	"Louisiana"	"22"	"Female"	"F"	"35-44 years"	"35-44"	961	308007	312.0
	"2021"	"2021"	"Louisiana"	"22"	"Female"	"F"	"45-54 years"	"45-54"	1531	271756	563.4
	"2021"	"2021"	"Louisiana"	"22"	"Female"	"F"	"55-64 years"	"55-64"	3504	308632	1135.3
	"2021"	"2021"	"Louisiana"	"22"	"Female"	"F"	"65-74 years"	"65-74"	5401	251009	2151.7
	"2021"	"2021"	"Louisiana"	"22"	"Female"	"F"	"75-84 years"	"75-84"	6369	122942	5180.5
	"2021"	"2021"	"Louisiana"	"22"	"Female"	"F"	"85+ years"	"85+"	7544	47933	15738.6
	"2021"	"2021"	"Louisiana"	"22"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Louisiana"	"22"	"Male"	"M"	"< 1 year"	"1"	223	28289	788.3
	"2021"	"2021"	"Louisiana"	"22"	"Male"	"M"	"1-4 years"	"1-4"	50	117288	42.6
	"2021"	"2021"	"Louisiana"	"22"	"Male"	"M"	"5-14 years"	"5-14"	81	312696	25.9
	"2021"	"2021"	"Louisiana"	"22"	"Male"	"M"	"15-24 years"	"15-24"	666	304181	218.9
	"2021"	"2021"	"Louisiana"	"22"	"Male"	"M"	"25-34 years"	"25-34"	1217	311957	390.1
	"2021"	"2021"	"Louisiana"	"22"	"Male"	"M"	"35-44 years"	"35-44"	1797	301095	596.8
	"2021"	"2021"	"Louisiana"	"22"	"Male"	"M"	"45-54 years"	"45-54"	2652	263001	1008.4
	"2021"	"2021"	"Louisiana"	"22"	"Male"	"M"	"55-64 years"	"55-64"	5622	286758	1960.5
	"2021"	"2021"	"Louisiana"	"22"	"Male"	"M"	"65-74 years"	"65-74"	7427	220400	3369.8
	"2021"	"2021"	"Louisiana"	"22"	"Male"	"M"	"75-84 years"	"75-84"	6698	93204	7186.4
	"2021"	"2021"	"Louisiana"	"22"	"Male"	"M"	"85+ years"	"85+"	4704	26322	17871.0
	"2021"	"2021"	"Louisiana"	"22"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Maine"	"23"	"Female"	"F"	"< 1 year"	"1"	31	5540	559.6
	"2021"	"2021"	"Maine"	"23"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	24938	Suppressed
	"2021"	"2021"	"Maine"	"23"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	69193	Suppressed
	"2021"	"2021"	"Maine"	"23"	"Female"	"F"	"15-24 years"	"15-24"	31	74916	41.4
	"2021"	"2021"	"Maine"	"23"	"Female"	"F"	"25-34 years"	"25-34"	91	82975	109.7
	"2021"	"2021"	"Maine"	"23"	"Female"	"F"	"35-44 years"	"35-44"	161	82927	194.1
	"2021"	"2021"	"Maine"	"23"	"Female"	"F"	"45-54 years"	"45-54"	284	86235	329.3
	"2021"	"2021"	"Maine"	"23"	"Female"	"F"	"55-64 years"	"55-64"	792	109367	724.2
	"2021"	"2021"	"Maine"	"23"	"Female"	"F"	"65-74 years"	"65-74"	1426	94985	1501.3
	"2021"	"2021"	"Maine"	"23"	"Female"	"F"	"75-84 years"	"75-84"	2086	45630	4571.6
	"2021"	"2021"	"Maine"	"23"	"Female"	"F"	"85+ years"	"85+"	3173	19048	16657.9
	"2021"	"2021"	"Maine"	"23"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Maine"	"23"	"Male"	"M"	"< 1 year"	"1"	31	5721	541.9
	"2021"	"2021"	"Maine"	"23"	"Male"	"M"	"1-4 years"	"1-4"	13	26141	Unreliable
	"2021"	"2021"	"Maine"	"23"	"Male"	"M"	"5-14 years"	"5-14"	Suppressed	73071	Suppressed
	"2021"	"2021"	"Maine"	"23"	"Male"	"M"	"15-24 years"	"15-24"	74	79505	93.1
	"2021"	"2021"	"Maine"	"23"	"Male"	"M"	"25-34 years"	"25-34"	217	83637	259.5
	"2021"	"2021"	"Maine"	"23"	"Male"	"M"	"35-44 years"	"35-44"	349	82360	423.7
	"2021"	"2021"	"Maine"	"23"	"Male"	"M"	"45-54 years"	"45-54"	602	84597	711.6
	"2021"	"2021"	"Maine"	"23"	"Male"	"M"	"55-64 years"	"55-64"	1411	103959	1357.3
	"2021"	"2021"	"Maine"	"23"	"Male"	"M"	"65-74 years"	"65-74"	2055	88154	2331.1
	"2021"	"2021"	"Maine"	"23"	"Male"	"M"	"75-84 years"	"75-84"	2348	38427	6110.3
	"2021"	"2021"	"Maine"	"23"	"Male"	"M"	"85+ years"	"85+"	2074	10921	18990.9
	"2021"	"2021"	"Maine"	"23"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Maryland"	"24"	"Female"	"F"	"< 1 year"	"1"	187	32638	573.0
	"2021"	"2021"	"Maryland"	"24"	"Female"	"F"	"1-4 years"	"1-4"	39	140963	27.7
	"2021"	"2021"	"Maryland"	"24"	"Female"	"F"	"5-14 years"	"5-14"	53	376962	14.1
	"2021"	"2021"	"Maryland"	"24"	"Female"	"F"	"15-24 years"	"15-24"	158	377505	41.9
	"2021"	"2021"	"Maryland"	"24"	"Female"	"F"	"25-34 years"	"25-34"	418	413444	101.1
	"2021"	"2021"	"Maryland"	"24"	"Female"	"F"	"35-44 years"	"35-44"	757	420562	180.0
	"2021"	"2021"	"Maryland"	"24"	"Female"	"F"	"45-54 years"	"45-54"	1343	402653	333.5
	"2021"	"2021"	"Maryland"	"24"	"Female"	"F"	"55-64 years"	"55-64"	3258	434520	749.8
	"2021"	"2021"	"Maryland"	"24"	"Female"	"F"	"65-74 years"	"65-74"	5148	326915	1574.7
	"2021"	"2021"	"Maryland"	"24"	"Female"	"F"	"75-84 years"	"75-84"	6789	165247	4108.4
	"2021"	"2021"	"Maryland"	"24"	"Female"	"F"	"85+ years"	"85+"	9886	71296	13866.1
	"2021"	"2021"	"Maryland"	"24"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Maryland"	"24"	"Male"	"M"	"< 1 year"	"1"	228	33956	671.5
	"2021"	"2021"	"Maryland"	"24"	"Male"	"M"	"1-4 years"	"1-4"	25	147031	17.0
	"2021"	"2021"	"Maryland"	"24"	"Male"	"M"	"5-14 years"	"5-14"	47	394866	11.9
	"2021"	"2021"	"Maryland"	"24"	"Male"	"M"	"15-24 years"	"15-24"	490	387617	126.4
	"2021"	"2021"	"Maryland"	"24"	"Male"	"M"	"25-34 years"	"25-34"	1099	408349	269.1
	"2021"	"2021"	"Maryland"	"24"	"Male"	"M"	"35-44 years"	"35-44"	1440	406691	354.1
	"2021"	"2021"	"Maryland"	"24"	"Male"	"M"	"45-54 years"	"45-54"	2231	380890	585.7
	"2021"	"2021"	"Maryland"	"24"	"Male"	"M"	"55-64 years"	"55-64"	4888	403325	1211.9
	"2021"	"2021"	"Maryland"	"24"	"Male"	"M"	"65-74 years"	"65-74"	6544	277571	2357.6
	"2021"	"2021"	"Maryland"	"24"	"Male"	"M"	"75-84 years"	"75-84"	6831	123911	5512.8
	"2021"	"2021"	"Maryland"	"24"	"Male"	"M"	"85+ years"	"85+"	6252	38217	16359.2
	"2021"	"2021"	"Maryland"	"24"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Massachusetts"	"25"	"Female"	"F"	"< 1 year"	"1"	98	32496	301.6
	"2021"	"2021"	"Massachusetts"	"25"	"Female"	"F"	"1-4 years"	"1-4"	11	137052	Unreliable
	"2021"	"2021"	"Massachusetts"	"25"	"Female"	"F"	"5-14 years"	"5-14"	32	373431	8.6
	"2021"	"2021"	"Massachusetts"	"25"	"Female"	"F"	"15-24 years"	"15-24"	109	470193	23.2
	"2021"	"2021"	"Massachusetts"	"25"	"Female"	"F"	"25-34 years"	"25-34"	347	490060	70.8
	"2021"	"2021"	"Massachusetts"	"25"	"Female"	"F"	"35-44 years"	"35-44"	637	451715	141.0
	"2021"	"2021"	"Massachusetts"	"25"	"Female"	"F"	"45-54 years"	"45-54"	1152	445836	258.4
	"2021"	"2021"	"Massachusetts"	"25"	"Female"	"F"	"55-64 years"	"55-64"	2798	494430	565.9
	"2021"	"2021"	"Massachusetts"	"25"	"Female"	"F"	"65-74 years"	"65-74"	4905	386808	1268.1
	"2021"	"2021"	"Massachusetts"	"25"	"Female"	"F"	"75-84 years"	"75-84"	7465	197181	3785.9
	"2021"	"2021"	"Massachusetts"	"25"	"Female"	"F"	"85+ years"	"85+"	13185	93429	14112.3
	"2021"	"2021"	"Massachusetts"	"25"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Massachusetts"	"25"	"Male"	"M"	"< 1 year"	"1"	130	33872	383.8
	"2021"	"2021"	"Massachusetts"	"25"	"Male"	"M"	"1-4 years"	"1-4"	21	143502	14.6
	"2021"	"2021"	"Massachusetts"	"25"	"Male"	"M"	"5-14 years"	"5-14"	44	392159	11.2
	"2021"	"2021"	"Massachusetts"	"25"	"Male"	"M"	"15-24 years"	"15-24"	322	465452	69.2
	"2021"	"2021"	"Massachusetts"	"25"	"Male"	"M"	"25-34 years"	"25-34"	879	494033	177.9
	"2021"	"2021"	"Massachusetts"	"25"	"Male"	"M"	"35-44 years"	"35-44"	1220	445557	273.8
	"2021"	"2021"	"Massachusetts"	"25"	"Male"	"M"	"45-54 years"	"45-54"	1998	429260	465.5
	"2021"	"2021"	"Massachusetts"	"25"	"Male"	"M"	"55-64 years"	"55-64"	4595	470982	975.6
	"2021"	"2021"	"Massachusetts"	"25"	"Male"	"M"	"65-74 years"	"65-74"	6856	340099	2015.9
	"2021"	"2021"	"Massachusetts"	"25"	"Male"	"M"	"75-84 years"	"75-84"	7844	149044	5262.9
	"2021"	"2021"	"Massachusetts"	"25"	"Male"	"M"	"85+ years"	"85+"	8467	48132	17591.2
	"2021"	"2021"	"Massachusetts"	"25"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Michigan"	"26"	"Female"	"F"	"< 1 year"	"1"	300	50135	598.4
